stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
TSLA,2:2,10000,3566,3566,742901.22,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0
TSLA,2:2,10264,3566,3566,742901.22,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0,3566,3566,3566,3566,3566,100.0,100.0,100.0,100.0,100.0,742901.22,742901.22,742901.22,742901.22,742901.22,100.0,100.0,100.0,100.0,100.0
WFC,2:2,2,2,2,5.33,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.68,2.68,2.68,2.68,2.68,50.293,50.293,50.293,50.293,50.293,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.67,2.67,2.67,2.67,2.67,50.098,50.098,50.098,50.098,50.098,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.68,2.68,2.68,2.68,2.68,50.293,50.293,50.293,50.293,50.293,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.67,2.67,2.67,2.67,2.67,50.098,50.098,50.098,50.098,50.098,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.68,2.68,2.68,2.68,2.68,50.293,50.293,50.293,50.293,50.293,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.67,2.67,2.67,2.67,2.67,50.098,50.098,50.098,50.098,50.098,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.68,2.68,2.68,2.68,2.68,50.293,50.293,50.293,50.293,50.293,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.67,2.67,2.67,2.67,2.67,50.098,50.098,50.098,50.098,50.098,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.68,2.68,2.68,2.68,2.68,50.293,50.293,50.293,50.293,50.293,1,1,1,1,1,50.0,50.0,50.0,50.0,50.0,2.67,2.67,2.67,2.67,2.67,50.098,50.098,50.098,50.098,50.098
WFC,2:2,3,3,3,7.15,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.79,4.79,4.79,4.79,4.79,67.055,67.055,67.055,67.055,67.055,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.77,4.77,4.77,4.77,4.77,66.822,66.822,66.822,66.822,66.822,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.79,4.79,4.79,4.79,4.79,67.055,67.055,67.055,67.055,67.055,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.77,4.77,4.77,4.77,4.77,66.822,66.822,66.822,66.822,66.822,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.79,4.79,4.79,4.79,4.79,67.055,67.055,67.055,67.055,67.055,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.77,4.77,4.77,4.77,4.77,66.822,66.822,66.822,66.822,66.822,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.79,4.79,4.79,4.79,4.79,67.055,67.055,67.055,67.055,67.055,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.77,4.77,4.77,4.77,4.77,66.822,66.822,66.822,66.822,66.822,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.79,4.79,4.79,4.79,4.79,67.055,67.055,67.055,67.055,67.055,2,2,2,2,2,66.666,66.666,66.666,66.666,66.666,4.77,4.77,4.77,4.77,4.77,66.822,66.822,66.822,66.822,66.822
WFC,2:2,4,4,4,9.0,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.8,6.8,6.8,6.8,6.8,75.549,75.549,75.549,75.549,75.549,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.77,6.77,6.77,6.77,6.77,75.235,75.235,75.235,75.235,75.235,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.8,6.8,6.8,6.8,6.8,75.549,75.549,75.549,75.549,75.549,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.77,6.77,6.77,6.77,6.77,75.235,75.235,75.235,75.235,75.235,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.8,6.8,6.8,6.8,6.8,75.549,75.549,75.549,75.549,75.549,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.77,6.77,6.77,6.77,6.77,75.235,75.235,75.235,75.235,75.235,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.8,6.8,6.8,6.8,6.8,75.549,75.549,75.549,75.549,75.549,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.77,6.77,6.77,6.77,6.77,75.235,75.235,75.235,75.235,75.235,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.8,6.8,6.8,6.8,6.8,75.549,75.549,75.549,75.549,75.549,3,3,3,3,3,75.0,75.0,75.0,75.0,75.0,6.77,6.77,6.77,6.77,6.77,75.235,75.235,75.235,75.235,75.235
WFC,2:2,5,5,5,10.79,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.68,8.68,8.68,8.68,8.68,80.463,80.463,80.463,80.463,80.463,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.66,8.66,8.66,8.66,8.66,80.206,80.206,80.206,80.206,80.206,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.68,8.68,8.68,8.68,8.68,80.463,80.463,80.463,80.463,80.463,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.66,8.66,8.66,8.66,8.66,80.206,80.206,80.206,80.206,80.206,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.68,8.68,8.68,8.68,8.68,80.463,80.463,80.463,80.463,80.463,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.66,8.66,8.66,8.66,8.66,80.206,80.206,80.206,80.206,80.206,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.68,8.68,8.68,8.68,8.68,80.463,80.463,80.463,80.463,80.463,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.66,8.66,8.66,8.66,8.66,80.206,80.206,80.206,80.206,80.206,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.68,8.68,8.68,8.68,8.68,80.463,80.463,80.463,80.463,80.463,4,4,4,4,4,80.0,80.0,80.0,80.0,80.0,8.66,8.66,8.66,8.66,8.66,80.206,80.206,80.206,80.206,80.206
WFC,2:2,10,10,10,19.8,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.87,17.87,17.87,17.87,17.87,90.263,90.263,90.263,90.263,90.263,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.85,17.85,17.85,17.85,17.85,90.124,90.124,90.124,90.124,90.124,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.87,17.87,17.87,17.87,17.87,90.263,90.263,90.263,90.263,90.263,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.85,17.85,17.85,17.85,17.85,90.124,90.124,90.124,90.124,90.124,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.87,17.87,17.87,17.87,17.87,90.263,90.263,90.263,90.263,90.263,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.85,17.85,17.85,17.85,17.85,90.124,90.124,90.124,90.124,90.124,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.87,17.87,17.87,17.87,17.87,90.263,90.263,90.263,90.263,90.263,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.85,17.85,17.85,17.85,17.85,90.124,90.124,90.124,90.124,90.124,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.87,17.87,17.87,17.87,17.87,90.263,90.263,90.263,90.263,90.263,9,9,9,9,9,90.0,90.0,90.0,90.0,90.0,17.85,17.85,17.85,17.85,17.85,90.124,90.124,90.124,90.124,90.124
WFC,2:2,15,15,15,28.79,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.92,26.92,26.92,26.92,26.92,93.516,93.516,93.516,93.516,93.516,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.9,26.9,26.9,26.9,26.9,93.422,93.422,93.422,93.422,93.422,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.92,26.92,26.92,26.92,26.92,93.516,93.516,93.516,93.516,93.516,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.9,26.9,26.9,26.9,26.9,93.422,93.422,93.422,93.422,93.422,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.92,26.92,26.92,26.92,26.92,93.516,93.516,93.516,93.516,93.516,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.9,26.9,26.9,26.9,26.9,93.422,93.422,93.422,93.422,93.422,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.92,26.92,26.92,26.92,26.92,93.516,93.516,93.516,93.516,93.516,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.9,26.9,26.9,26.9,26.9,93.422,93.422,93.422,93.422,93.422,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.92,26.92,26.92,26.92,26.92,93.516,93.516,93.516,93.516,93.516,14,14,14,14,14,93.333,93.333,93.333,93.333,93.333,26.9,26.9,26.9,26.9,26.9,93.422,93.422,93.422,93.422,93.422
WFC,2:2,25,25,25,47.95,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.16,46.16,46.16,46.16,46.16,96.28,96.28,96.28,96.28,96.28,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.09,46.09,46.09,46.09,46.09,96.137,96.137,96.137,96.137,96.137,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.16,46.16,46.16,46.16,46.16,96.28,96.28,96.28,96.28,96.28,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.09,46.09,46.09,46.09,46.09,96.137,96.137,96.137,96.137,96.137,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.16,46.16,46.16,46.16,46.16,96.28,96.28,96.28,96.28,96.28,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.09,46.09,46.09,46.09,46.09,96.137,96.137,96.137,96.137,96.137,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.16,46.16,46.16,46.16,46.16,96.28,96.28,96.28,96.28,96.28,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.09,46.09,46.09,46.09,46.09,96.137,96.137,96.137,96.137,96.137,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.16,46.16,46.16,46.16,46.16,96.28,96.28,96.28,96.28,96.28,24,24,24,24,24,96.0,96.0,96.0,96.0,96.0,46.09,46.09,46.09,46.09,46.09,96.137,96.137,96.137,96.137,96.137
WFC,2:2,50,50,50,101.09,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.48,99.48,99.48,99.48,99.48,98.411,98.411,98.411,98.411,98.411,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.27,99.27,99.27,99.27,99.27,98.203,98.203,98.203,98.203,98.203,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.48,99.48,99.48,99.48,99.48,98.411,98.411,98.411,98.411,98.411,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.27,99.27,99.27,99.27,99.27,98.203,98.203,98.203,98.203,98.203,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.48,99.48,99.48,99.48,99.48,98.411,98.411,98.411,98.411,98.411,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.27,99.27,99.27,99.27,99.27,98.203,98.203,98.203,98.203,98.203,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.48,99.48,99.48,99.48,99.48,98.411,98.411,98.411,98.411,98.411,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.27,99.27,99.27,99.27,99.27,98.203,98.203,98.203,98.203,98.203,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.48,99.48,99.48,99.48,99.48,98.411,98.411,98.411,98.411,98.411,49,49,49,49,49,98.0,98.0,98.0,98.0,98.0,99.27,99.27,99.27,99.27,99.27,98.203,98.203,98.203,98.203,98.203
WFC,2:2,100,100,100,217.02,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.6,215.6,215.6,215.6,215.6,99.346,99.346,99.346,99.346,99.346,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.22,215.22,215.22,215.22,215.22,99.172,99.172,99.172,99.172,99.172,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.6,215.6,215.6,215.6,215.6,99.346,99.346,99.346,99.346,99.346,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.22,215.22,215.22,215.22,215.22,99.172,99.172,99.172,99.172,99.172,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.6,215.6,215.6,215.6,215.6,99.346,99.346,99.346,99.346,99.346,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.22,215.22,215.22,215.22,215.22,99.172,99.172,99.172,99.172,99.172,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.6,215.6,215.6,215.6,215.6,99.346,99.346,99.346,99.346,99.346,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.22,215.22,215.22,215.22,215.22,99.172,99.172,99.172,99.172,99.172,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.6,215.6,215.6,215.6,215.6,99.346,99.346,99.346,99.346,99.346,99,99,99,99,99,99.0,99.0,99.0,99.0,99.0,215.22,215.22,215.22,215.22,215.22,99.172,99.172,99.172,99.172,99.172
WFC,2:2,500,500,500,1208.08,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.93,1206.93,1206.93,1206.93,1206.93,99.905,99.905,99.905,99.905,99.905,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.3,1206.3,1206.3,1206.3,1206.3,99.853,99.853,99.853,99.853,99.853,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.93,1206.93,1206.93,1206.93,1206.93,99.905,99.905,99.905,99.905,99.905,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.3,1206.3,1206.3,1206.3,1206.3,99.853,99.853,99.853,99.853,99.853,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.93,1206.93,1206.93,1206.93,1206.93,99.905,99.905,99.905,99.905,99.905,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.3,1206.3,1206.3,1206.3,1206.3,99.853,99.853,99.853,99.853,99.853,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.93,1206.93,1206.93,1206.93,1206.93,99.905,99.905,99.905,99.905,99.905,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.3,1206.3,1206.3,1206.3,1206.3,99.853,99.853,99.853,99.853,99.853,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.93,1206.93,1206.93,1206.93,1206.93,99.905,99.905,99.905,99.905,99.905,499,499,499,499,499,99.8,99.8,99.8,99.8,99.8,1206.3,1206.3,1206.3,1206.3,1206.3,99.853,99.853,99.853,99.853,99.853
WFC,2:2,1000,945,945,2067.53,944,944,944,944,944,99.894,99.894,99.894,99.894,99.894,2066.02,2066.02,2066.02,2066.02,2066.02,99.927,99.927,99.927,99.927,99.927,945,945,945,945,945,100.0,100.0,100.0,100.0,100.0,2067.53,2067.53,2067.53,2067.53,2067.53,100.0,100.0,100.0,100.0,100.0,944,944,944,944,944,99.894,99.894,99.894,99.894,99.894,2066.02,2066.02,2066.02,2066.02,2066.02,99.927,99.927,99.927,99.927,99.927,945,945,945,945,945,100.0,100.0,100.0,100.0,100.0,2067.53,2067.53,2067.53,2067.53,2067.53,100.0,100.0,100.0,100.0,100.0,944,944,944,944,944,99.894,99.894,99.894,99.894,99.894,2066.02,2066.02,2066.02,2066.02,2066.02,99.927,99.927,99.927,99.927,99.927,945,945,945,945,945,100.0,100.0,100.0,100.0,100.0,2067.53,2067.53,2067.53,2067.53,2067.53,100.0,100.0,100.0,100.0,100.0,944,944,944,944,944,99.894,99.894,99.894,99.894,99.894,2066.02,2066.02,2066.02,2066.02,2066.02,99.927,99.927,99.927,99.927,99.927,945,945,945,945,945,100.0,100.0,100.0,100.0,100.0,2067.53,2067.53,2067.53,2067.53,2067.53,100.0,100.0,100.0,100.0,100.0,944,944,944,944,944,99.894,99.894,99.894,99.894,99.894,2066.02,2066.02,2066.02,2066.02,2066.02,99.927,99.927,99.927,99.927,99.927,945,945,945,945,945,100.0,100.0,100.0,100.0,100.0,2067.53,2067.53,2067.53,2067.53,2067.53,100.0,100.0,100.0,100.0,100.0
WFC,2:2,2000,1945,1945,4181.16,1944,1944,1944,1944,1944,99.948,99.948,99.948,99.948,99.948,4179.63,4179.63,4179.63,4179.63,4179.63,99.964,99.964,99.964,99.964,99.964,1945,1945,1945,1945,1945,100.0,100.0,100.0,100.0,100.0,4181.16,4181.16,4181.16,4181.16,4181.16,100.0,100.0,100.0,100.0,100.0,1944,1944,1944,1944,1944,99.948,99.948,99.948,99.948,99.948,4179.63,4179.63,4179.63,4179.63,4179.63,99.964,99.964,99.964,99.964,99.964,1945,1945,1945,1945,1945,100.0,100.0,100.0,100.0,100.0,4181.16,4181.16,4181.16,4181.16,4181.16,100.0,100.0,100.0,100.0,100.0,1944,1944,1944,1944,1944,99.948,99.948,99.948,99.948,99.948,4179.63,4179.63,4179.63,4179.63,4179.63,99.964,99.964,99.964,99.964,99.964,1945,1945,1945,1945,1945,100.0,100.0,100.0,100.0,100.0,4181.16,4181.16,4181.16,4181.16,4181.16,100.0,100.0,100.0,100.0,100.0,1944,1944,1944,1944,1944,99.948,99.948,99.948,99.948,99.948,4179.63,4179.63,4179.63,4179.63,4179.63,99.964,99.964,99.964,99.964,99.964,1945,1945,1945,1945,1945,100.0,100.0,100.0,100.0,100.0,4181.16,4181.16,4181.16,4181.16,4181.16,100.0,100.0,100.0,100.0,100.0,1944,1944,1944,1944,1944,99.948,99.948,99.948,99.948,99.948,4179.63,4179.63,4179.63,4179.63,4179.63,99.964,99.964,99.964,99.964,99.964,1945,1945,1945,1945,1945,100.0,100.0,100.0,100.0,100.0,4181.16,4181.16,4181.16,4181.16,4181.16,100.0,100.0,100.0,100.0,100.0
