stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
D,1:4,500,500,500,7626.45,498,498,99.6,99.6,7600.78,7600.78,99.663,99.663,499,499,99.8,99.8,7613.62,7613.62,99.832,99.832,498,498,99.6,99.6,7600.78,7600.78,99.663,99.663,499,499,99.8,99.8,7613.62,7613.62,99.832,99.832
D,1:4,1000,999,999,19157.07,998,998,99.899,99.899,19144.23,19144.23,99.933,99.933,998,998,99.899,99.899,19144.23,19144.23,99.933,99.933,998,998,99.899,99.899,19144.23,19144.23,99.933,99.933,998,998,99.899,99.899,19144.23,19144.23,99.933,99.933
D,1:4,2000,1151,1151,52972.0,1145,1145,99.478,99.478,52800.11,52800.11,99.676,99.676,1150,1150,99.913,99.913,52943.35,52943.35,99.946,99.946,1145,1145,99.478,99.478,52800.11,52800.11,99.676,99.676,1150,1150,99.913,99.913,52943.35,52943.35,99.946,99.946
D,1:4,5000,2527,2527,122800.31,2507,2507,99.208,99.208,122163.19,122163.19,99.481,99.481,2526,2526,99.96,99.96,122768.46,122768.46,99.974,99.974,2507,2507,99.208,99.208,122163.19,122163.19,99.481,99.481,2526,2526,99.96,99.96,122768.46,122768.46,99.974,99.974
D,1:4,10000,5012,5016,723395.22,5009,5009,99.86,99.86,723083.12,723083.12,99.957,99.957,5015,5015,99.98,99.98,723354.95,723354.95,99.994,99.994,5009,5009,99.86,99.86,723083.12,723083.12,99.957,99.957,5015,5015,99.98,99.98,723354.95,723354.95,99.994,99.994
D,1:4,20000,10029,10029,1421849.43,10011,10011,99.82,99.82,1421167.64,1421167.64,99.952,99.952,10029,10029,100.0,100.0,1421849.43,1421849.43,100.0,100.0,10011,10011,99.82,99.82,1421167.64,1421167.64,99.952,99.952,10029,10029,100.0,100.0,1421849.43,1421849.43,100.0,100.0
D,1:4,20414,10233,10235,1513035.35,10223,10223,99.882,99.882,1512636.89,1512636.89,99.974,99.974,10235,10235,100.0,100.0,1513035.35,1513035.35,100.0,100.0,10223,10223,99.882,99.882,1512636.89,1512636.89,99.974,99.974,10235,10235,100.0,100.0,1513035.35,1513035.35,100.0,100.0
E,1:4,2,2,2,0.4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.2,0.2,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.2,0.2,50.0,50.0
E,1:4,3,3,3,0.6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,0.4,0.4,66.667,66.667,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,66.666,66.666,0.4,0.4,66.667,66.667
E,1:4,4,3,3,2.4,1,1,33.333,33.333,2.0,2.0,83.333,83.333,3,3,100.0,100.0,2.4,2.4,100.0,100.0,1,1,33.333,33.333,2.0,2.0,83.333,83.333,3,3,100.0,100.0,2.4,2.4,100.0,100.0
E,1:4,5,3,3,5.6,2,2,66.666,66.666,5.4,5.4,96.429,96.429,3,3,100.0,100.0,5.6,5.6,100.0,100.0,2,2,66.666,66.666,5.4,5.4,96.429,96.429,3,3,100.0,100.0,5.6,5.6,100.0,100.0
E,1:4,10,5,7,10.2,4,4,57.142,57.142,9.36,9.36,91.765,91.765,6,6,85.714,85.714,9.6,9.6,94.118,94.118,4,4,57.142,57.142,9.36,9.36,91.765,91.765,6,6,85.714,85.714,9.6,9.6,94.118,94.118
E,1:4,15,8,9,17.2,7,7,77.777,77.777,16.1,16.1,93.605,93.605,8,8,88.888,88.888,16.27,16.27,94.574,94.574,7,7,77.777,77.777,16.1,16.1,93.605,93.605,8,8,88.888,88.888,16.27,16.27,94.574,94.574
E,1:4,25,13,15,45.4,13,13,86.666,86.666,45.4,45.4,100.0,100.0,14,14,93.333,93.333,44.07,44.07,97.063,97.063,13,13,86.666,86.666,45.4,45.4,100.0,100.0,14,14,93.333,93.333,44.07,44.07,97.063,97.063
E,1:4,50,26,26,135.2,25,25,96.153,96.153,132.3,132.3,97.855,97.855,26,26,100.0,100.0,135.2,135.2,100.0,100.0,25,25,96.153,96.153,132.3,132.3,97.855,97.855,26,26,100.0,100.0,135.2,135.2,100.0,100.0
E,1:4,100,52,54,294.2,50,50,92.592,92.592,289.46,289.46,98.389,98.389,53,53,98.148,98.148,291.03,291.03,98.924,98.924,50,50,92.592,92.592,289.46,289.46,98.389,98.389,53,53,98.148,98.148,291.03,291.03,98.924,98.924
E,1:4,500,253,254,5270.11,252,252,99.212,99.212,5258.21,5258.21,99.774,99.774,253,253,99.606,99.606,5258.26,5258.26,99.775,99.775,252,252,99.212,99.212,5258.21,5258.21,99.774,99.774,253,253,99.606,99.606,5258.26,5258.26,99.775,99.775
E,1:4,1000,512,514,11988.72,510,510,99.221,99.221,11972.99,11972.99,99.869,99.869,514,514,100.0,100.0,11988.72,11988.72,100.0,100.0,510,510,99.221,99.221,11972.99,11972.99,99.869,99.869,514,514,100.0,100.0,11988.72,11988.72,100.0,100.0
E,1:4,2000,1038,1038,27476.23,1036,1036,99.807,99.807,27449.8,27449.8,99.904,99.904,1037,1037,99.903,99.903,27463.02,27463.02,99.952,99.952,1036,1036,99.807,99.807,27449.8,27449.8,99.904,99.904,1037,1037,99.903,99.903,27463.02,27463.02,99.952,99.952
E,1:4,5000,2519,2519,260675.1,2519,2519,100.0,100.0,260675.1,260675.1,100.0,100.0,2519,2519,100.0,100.0,260675.1,260675.1,100.0,100.0,2519,2519,100.0,100.0,260675.1,260675.1,100.0,100.0,2519,2519,100.0,100.0,260675.1,260675.1,100.0,100.0
E,1:4,10000,5017,5017,512995.4,5016,5016,99.98,99.98,512962.49,512962.49,99.994,99.994,5016,5016,99.98,99.98,512962.49,512962.49,99.994,99.994,5016,5016,99.98,99.98,512962.49,512962.49,99.994,99.994,5016,5016,99.98,99.98,512962.49,512962.49,99.994,99.994
E,1:4,12474,6275,6278,584065.83,6273,6273,99.92,99.92,583947.2,583947.2,99.98,99.98,6277,6277,99.984,99.984,584032.09,584032.09,99.994,99.994,6273,6273,99.92,99.92,583947.2,583947.2,99.98,99.98,6277,6277,99.984,99.984,584032.09,584032.09,99.994,99.994
EBAY,1:4,2,1,1,0.61,1,1,100.0,100.0,0.61,0.61,100.0,100.0,1,1,100.0,100.0,0.61,0.61,100.0,100.0,1,1,100.0,100.0,0.61,0.61,100.0,100.0,1,1,100.0,100.0,0.61,0.61,100.0,100.0
EBAY,1:4,3,2,2,0.85,1,1,50.0,50.0,0.54,0.54,63.916,63.916,1,1,50.0,50.0,0.54,0.54,63.916,63.916,1,1,50.0,50.0,0.54,0.54,63.916,63.916,1,1,50.0,50.0,0.54,0.54,63.916,63.916
EBAY,1:4,4,3,3,0.91,2,2,66.666,66.666,0.72,0.72,78.518,78.518,2,2,66.666,66.666,0.72,0.72,78.518,78.518,2,2,66.666,66.666,0.72,0.72,78.518,78.518,2,2,66.666,66.666,0.72,0.72,78.518,78.518
EBAY,1:4,5,3,3,1.07,3,3,100.0,100.0,1.07,1.07,100.0,100.0,3,3,100.0,100.0,1.07,1.07,100.0,100.0,3,3,100.0,100.0,1.07,1.07,100.0,100.0,3,3,100.0,100.0,1.07,1.07,100.0,100.0
EBAY,1:4,10,5,5,3.79,5,5,100.0,100.0,3.79,3.79,100.0,100.0,5,5,100.0,100.0,3.79,3.79,100.0,100.0,5,5,100.0,100.0,3.79,3.79,100.0,100.0,5,5,100.0,100.0,3.79,3.79,100.0,100.0
EBAY,1:4,15,7,8,7.71,7,7,87.5,87.5,7.71,7.71,100.0,100.0,7,7,87.5,87.5,7.28,7.28,94.392,94.392,7,7,87.5,87.5,7.71,7.71,100.0,100.0,7,7,87.5,87.5,7.28,7.28,94.392,94.392
EBAY,1:4,25,13,13,21.48,13,13,100.0,100.0,21.48,21.48,100.0,100.0,13,13,100.0,100.0,21.48,21.48,100.0,100.0,13,13,100.0,100.0,21.48,21.48,100.0,100.0,13,13,100.0,100.0,21.48,21.48,100.0,100.0
EBAY,1:4,50,27,27,180.9,27,27,100.0,100.0,180.9,180.9,100.0,100.0,27,27,100.0,100.0,180.9,180.9,100.0,100.0,27,27,100.0,100.0,180.9,180.9,100.0,100.0,27,27,100.0,100.0,180.9,180.9,100.0,100.0
EBAY,1:4,100,53,53,594.41,52,52,98.113,98.113,587.28,587.28,98.801,98.801,52,52,98.113,98.113,587.28,587.28,98.801,98.801,52,52,98.113,98.113,587.28,587.28,98.801,98.801,52,52,98.113,98.113,587.28,587.28,98.801,98.801
EBAY,1:4,500,266,266,3975.09,265,265,99.624,99.624,3966.13,3966.13,99.775,99.775,265,265,99.624,99.624,3966.13,3966.13,99.775,99.775,265,265,99.624,99.624,3966.13,3966.13,99.775,99.775,265,265,99.624,99.624,3966.13,3966.13,99.775,99.775
EBAY,1:4,1000,524,524,6085.59,523,523,99.809,99.809,6079.88,6079.88,99.906,99.906,523,523,99.809,99.809,6079.88,6079.88,99.906,99.906,523,523,99.809,99.809,6079.88,6079.88,99.906,99.906,523,523,99.809,99.809,6079.88,6079.88,99.906,99.906
EBAY,1:4,2000,1018,1018,35664.74,1018,1018,100.0,100.0,35664.74,35664.74,100.0,100.0,1018,1018,100.0,100.0,35664.74,35664.74,100.0,100.0,1018,1018,100.0,100.0,35664.74,35664.74,100.0,100.0,1018,1018,100.0,100.0,35664.74,35664.74,100.0,100.0
EBAY,1:4,5000,2531,2531,146196.25,2530,2530,99.96,99.96,146176.33,146176.33,99.986,99.986,2530,2530,99.96,99.96,146176.33,146176.33,99.986,99.986,2530,2530,99.96,99.96,146176.33,146176.33,99.986,99.986,2530,2530,99.96,99.96,146176.33,146176.33,99.986,99.986
EBAY,1:4,10000,5074,5074,298899.25,5072,5072,99.96,99.96,298821.05,298821.05,99.974,99.974,5074,5074,100.0,100.0,298899.25,298899.25,100.0,100.0,5072,5072,99.96,99.96,298821.05,298821.05,99.974,99.974,5074,5074,100.0,100.0,298899.25,298899.25,100.0,100.0
EBAY,1:4,11048,5581,5581,393754.0,5577,5577,99.928,99.928,393670.97,393670.97,99.979,99.979,5580,5580,99.982,99.982,393733.25,393733.25,99.995,99.995,5577,5577,99.928,99.928,393670.97,393670.97,99.979,99.979,5580,5580,99.982,99.982,393733.25,393733.25,99.995,99.995
F,1:4,2,2,2,0.18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.09,0.09,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,0.09,0.09,50.0,50.0
F,1:4,3,3,3,0.26,2,2,66.666,66.666,0.18,0.18,70.822,70.822,2,2,66.666,66.666,0.18,0.18,70.822,70.822,2,2,66.666,66.666,0.18,0.18,70.822,70.822,2,2,66.666,66.666,0.18,0.18,70.822,70.822
F,1:4,4,4,4,0.29,3,3,75.0,75.0,0.26,0.26,90.226,90.226,3,3,75.0,75.0,0.26,0.26,90.226,90.226,3,3,75.0,75.0,0.26,0.26,90.226,90.226,3,3,75.0,75.0,0.26,0.26,90.226,90.226
F,1:4,5,4,4,0.41,4,4,100.0,100.0,0.41,0.41,100.0,100.0,4,4,100.0,100.0,0.41,0.41,100.0,100.0,4,4,100.0,100.0,0.41,0.41,100.0,100.0,4,4,100.0,100.0,0.41,0.41,100.0,100.0
F,1:4,10,6,6,1.41,5,5,83.333,83.333,1.27,1.27,90.03,90.03,5,5,83.333,83.333,1.27,1.27,90.03,90.03,5,5,83.333,83.333,1.27,1.27,90.03,90.03,5,5,83.333,83.333,1.27,1.27,90.03,90.03
F,1:4,15,11,11,1.67,9,9,81.818,81.818,1.52,1.52,90.813,90.813,10,10,90.909,90.909,1.6,1.6,95.407,95.407,9,9,81.818,81.818,1.52,1.52,90.813,90.813,10,10,90.909,90.909,1.6,1.6,95.407,95.407
F,1:4,25,13,14,3.21,13,13,92.857,92.857,3.21,3.21,100.0,100.0,13,13,92.857,92.857,3.13,3.13,97.291,97.291,13,13,92.857,92.857,3.21,3.21,100.0,100.0,13,13,92.857,92.857,3.13,3.13,97.291,97.291
F,1:4,50,29,31,8.55,28,28,90.322,90.322,8.41,8.41,98.323,98.323,30,30,96.774,96.774,8.42,8.42,98.432,98.432,28,28,90.322,90.322,8.41,8.41,98.323,98.323,30,30,96.774,96.774,8.42,8.42,98.432,98.432
F,1:4,100,57,57,17.63,54,54,94.736,94.736,17.11,17.11,97.096,97.096,56,56,98.245,98.245,17.45,17.45,99.032,99.032,54,54,94.736,94.736,17.11,17.11,97.096,97.096,56,56,98.245,98.245,17.45,17.45,99.032,99.032
F,1:4,500,252,252,572.67,252,252,100.0,100.0,572.67,572.67,100.0,100.0,252,252,100.0,100.0,572.67,572.67,100.0,100.0,252,252,100.0,100.0,572.67,572.67,100.0,100.0,252,252,100.0,100.0,572.67,572.67,100.0,100.0
F,1:4,1000,510,510,1416.19,510,510,100.0,100.0,1416.19,1416.19,100.0,100.0,510,510,100.0,100.0,1416.19,1416.19,100.0,100.0,510,510,100.0,100.0,1416.19,1416.19,100.0,100.0,510,510,100.0,100.0,1416.19,1416.19,100.0,100.0
F,1:4,2000,1030,1030,2051.24,1019,1019,98.932,98.932,2043.4,2043.4,99.618,99.618,1030,1030,100.0,100.0,2051.24,2051.24,100.0,100.0,1019,1019,98.932,98.932,2043.4,2043.4,99.618,99.618,1030,1030,100.0,100.0,2051.24,2051.24,100.0,100.0
F,1:4,5000,2511,2511,40780.85,2510,2510,99.96,99.96,40778.58,40778.58,99.994,99.994,2510,2510,99.96,99.96,40778.58,40778.58,99.994,99.994,2510,2510,99.96,99.96,40778.58,40778.58,99.994,99.994,2510,2510,99.96,99.96,40778.58,40778.58,99.994,99.994
F,1:4,10000,5041,5041,227108.44,5035,5035,99.88,99.88,226993.98,226993.98,99.95,99.95,5040,5040,99.98,99.98,227089.36,227089.36,99.992,99.992,5035,5035,99.88,99.88,226993.98,226993.98,99.95,99.95,5040,5040,99.98,99.98,227089.36,227089.36,99.992,99.992
F,1:4,20000,10073,10084,462348.14,10065,10065,99.811,99.811,462141.3,462141.3,99.955,99.955,10083,10083,99.99,99.99,462328.11,462328.11,99.996,99.996,10065,10065,99.811,99.811,462141.3,462141.3,99.955,99.955,10083,10083,99.99,99.99,462328.11,462328.11,99.996,99.996
F,1:4,24346,12279,12279,525124.76,12275,12275,99.967,99.967,525046.98,525046.98,99.985,99.985,12278,12278,99.991,99.991,525105.31,525105.31,99.996,99.996,12275,12275,99.967,99.967,525046.98,525046.98,99.985,99.985,12278,12278,99.991,99.991,525105.31,525105.31,99.996,99.996
FCEL,1:4,2,1,2,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,12.0,12.0,100.0,100.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,12.0,12.0,100.0,100.0
FCEL,1:4,3,1,3,24.0,1,1,33.333,33.333,24.0,24.0,100.0,100.0,2,2,66.666,66.666,20.0,20.0,83.333,83.333,1,1,33.333,33.333,24.0,24.0,100.0,100.0,2,2,66.666,66.666,20.0,20.0,83.333,83.333
FCEL,1:4,4,1,4,24.0,1,1,25.0,25.0,24.0,24.0,100.0,100.0,3,3,75.0,75.0,21.0,21.0,87.5,87.5,1,1,25.0,25.0,24.0,24.0,100.0,100.0,3,3,75.0,75.0,21.0,21.0,87.5,87.5
FCEL,1:4,5,2,5,36.0,1,1,20.0,20.0,24.0,24.0,66.667,66.667,4,4,80.0,80.0,31.2,31.2,86.667,86.667,1,1,20.0,20.0,24.0,24.0,66.667,66.667,4,4,80.0,80.0,31.2,31.2,86.667,86.667
FCEL,1:4,10,4,9,96.0,4,4,44.444,44.444,96.0,96.0,100.0,100.0,8,8,88.888,88.888,90.67,90.67,94.444,94.444,4,4,44.444,44.444,96.0,96.0,100.0,100.0,8,8,88.888,88.888,90.67,90.67,94.444,94.444
FCEL,1:4,15,7,12,156.0,4,4,33.333,33.333,109.71,109.71,70.33,70.33,12,12,100.0,100.0,156.0,156.0,100.0,100.0,4,4,33.333,33.333,109.71,109.71,70.33,70.33,12,12,100.0,100.0,156.0,156.0,100.0,100.0
FCEL,1:4,25,14,18,360.0,7,7,38.888,38.888,222.0,222.0,61.667,61.667,18,18,100.0,100.0,360.0,360.0,100.0,100.0,7,7,38.888,38.888,222.0,222.0,61.667,61.667,18,18,100.0,100.0,360.0,360.0,100.0,100.0
FCEL,1:4,50,29,36,840.0,22,22,61.111,61.111,712.55,712.55,84.828,84.828,36,36,100.0,100.0,840.0,840.0,100.0,100.0,22,22,61.111,61.111,712.55,712.55,84.828,84.828,36,36,100.0,100.0,840.0,840.0,100.0,100.0
FCEL,1:4,100,54,67,3624.0,48,48,71.641,71.641,3432.0,3432.0,94.702,94.702,66,66,98.507,98.507,3595.7,3595.7,99.219,99.219,48,48,71.641,71.641,3432.0,3432.0,94.702,94.702,66,66,98.507,98.507,3595.7,3595.7,99.219,99.219
FCEL,1:4,500,250,264,75714.0,241,241,91.287,91.287,74544.14,74544.14,98.455,98.455,264,264,100.0,100.0,75714.0,75714.0,100.0,100.0,241,241,91.287,91.287,74544.14,74544.14,98.455,98.455,264,264,100.0,100.0,75714.0,75714.0,100.0,100.0
FCEL,1:4,1000,506,527,136689.0,464,464,88.045,88.045,131557.86,131557.86,96.246,96.246,527,527,100.0,100.0,136689.0,136689.0,100.0,100.0,464,464,88.045,88.045,131557.86,131557.86,96.246,96.246,527,527,100.0,100.0,136689.0,136689.0,100.0,100.0
FCEL,1:4,2000,995,1053,1268850.0,992,992,94.207,94.207,1265502.06,1265502.06,99.736,99.736,1052,1052,99.905,99.905,1268699.52,1268699.52,99.988,99.988,992,992,94.207,94.207,1265502.06,1265502.06,99.736,99.736,1052,1052,99.905,99.905,1268699.52,1268699.52,99.988,99.988
FCEL,1:4,5000,2522,2522,14446063.5,2521,2521,99.96,99.96,14445065.75,14445065.75,99.993,99.993,2521,2521,99.96,99.96,14445065.75,14445065.75,99.993,99.993,2521,2521,99.96,99.96,14445065.75,14445065.75,99.993,99.993,2521,2521,99.96,99.96,14445065.75,14445065.75,99.993,99.993
FCEL,1:4,10000,5037,5084,25603410.38,5024,5024,98.819,98.819,25544162.91,25544162.91,99.769,99.769,5083,5083,99.98,99.98,25602889.66,25602889.66,99.998,99.998,5024,5024,98.819,98.819,25544162.91,25544162.91,99.769,99.769,5083,5083,99.98,99.98,25602889.66,25602889.66,99.998,99.998
FCEL,1:4,14206,7132,7208,33011788.55,7125,7125,98.848,98.848,33007683.75,33007683.75,99.988,99.988,7208,7208,100.0,100.0,33011788.55,33011788.55,100.0,100.0,7125,7125,98.848,98.848,33007683.75,33007683.75,99.988,99.988,7208,7208,100.0,100.0,33011788.55,33011788.55,100.0,100.0
GILD,1:4,2,2,2,0.78,1,1,50.0,50.0,0.45,0.45,57.996,57.996,1,1,50.0,50.0,0.45,0.45,57.996,57.996,1,1,50.0,50.0,0.45,0.45,57.996,57.996,1,1,50.0,50.0,0.45,0.45,57.996,57.996
GILD,1:4,3,2,2,0.97,2,2,100.0,100.0,0.97,0.97,100.0,100.0,2,2,100.0,100.0,0.97,0.97,100.0,100.0,2,2,100.0,100.0,0.97,0.97,100.0,100.0,2,2,100.0,100.0,0.97,0.97,100.0,100.0
GILD,1:4,4,3,3,1.19,2,2,66.666,66.666,0.86,0.86,72.806,72.806,2,2,66.666,66.666,0.86,0.86,72.806,72.806,2,2,66.666,66.666,0.86,0.86,72.806,72.806,2,2,66.666,66.666,0.86,0.86,72.806,72.806
GILD,1:4,5,3,3,1.38,3,3,100.0,100.0,1.38,1.38,100.0,100.0,3,3,100.0,100.0,1.38,1.38,100.0,100.0,3,3,100.0,100.0,1.38,1.38,100.0,100.0,3,3,100.0,100.0,1.38,1.38,100.0,100.0
GILD,1:4,10,6,6,2.25,5,5,83.333,83.333,2.01,2.01,89.351,89.351,6,6,100.0,100.0,2.25,2.25,100.0,100.0,5,5,83.333,83.333,2.01,2.01,89.351,89.351,6,6,100.0,100.0,2.25,2.25,100.0,100.0
GILD,1:4,15,10,10,2.75,8,8,80.0,80.0,2.45,2.45,89.086,89.086,9,9,90.0,90.0,2.6,2.6,94.543,94.543,8,8,80.0,80.0,2.45,2.45,89.086,89.086,9,9,90.0,90.0,2.6,2.6,94.543,94.543
GILD,1:4,25,14,14,6.91,13,13,92.857,92.857,6.71,6.71,97.155,97.155,14,14,100.0,100.0,6.91,6.91,100.0,100.0,13,13,92.857,92.857,6.71,6.71,97.155,97.155,14,14,100.0,100.0,6.91,6.91,100.0,100.0
GILD,1:4,50,26,28,12.74,23,23,82.142,82.142,11.66,11.66,91.509,91.509,27,27,96.428,96.428,12.62,12.62,99.057,99.057,23,23,82.142,82.142,11.66,11.66,91.509,91.509,27,27,96.428,96.428,12.62,12.62,99.057,99.057
GILD,1:4,100,52,52,41.67,51,51,98.076,98.076,41.32,41.32,99.159,99.159,51,51,98.076,98.076,41.32,41.32,99.159,99.159,51,51,98.076,98.076,41.32,41.32,99.159,99.159,51,51,98.076,98.076,41.32,41.32,99.159,99.159
GILD,1:4,500,254,269,147.51,249,249,92.565,92.565,146.23,146.23,99.134,99.134,268,268,99.628,99.628,147.27,147.27,99.837,99.837,249,249,92.565,92.565,146.23,146.23,99.134,99.134,268,268,99.628,99.628,147.27,147.27,99.837,99.837
GILD,1:4,1000,521,521,447.06,517,517,99.232,99.232,445.75,445.75,99.707,99.707,520,520,99.808,99.808,446.73,446.73,99.927,99.927,517,517,99.232,99.232,445.75,445.75,99.707,99.707,520,520,99.808,99.808,446.73,446.73,99.927,99.927
GILD,1:4,2000,1010,1010,2926.16,1006,1006,99.603,99.603,2921.96,2921.96,99.856,99.856,1009,1009,99.9,99.9,2925.11,2925.11,99.964,99.964,1006,1006,99.603,99.603,2921.96,2921.96,99.856,99.856,1009,1009,99.9,99.9,2925.11,2925.11,99.964,99.964
GILD,1:4,5000,2513,2513,141515.02,2513,2513,100.0,100.0,141515.02,141515.02,100.0,100.0,2513,2513,100.0,100.0,141515.02,141515.02,100.0,100.0,2513,2513,100.0,100.0,141515.02,141515.02,100.0,100.0,2513,2513,100.0,100.0,141515.02,141515.02,100.0,100.0
GILD,1:4,10000,5024,5024,774068.59,5024,5024,100.0,100.0,774068.59,774068.59,100.0,100.0,5024,5024,100.0,100.0,774068.59,774068.59,100.0,100.0,5024,5024,100.0,100.0,774068.59,774068.59,100.0,100.0,5024,5024,100.0,100.0,774068.59,774068.59,100.0,100.0
GILD,1:4,14422,7227,7227,1412128.33,7226,7226,99.986,99.986,1412080.64,1412080.64,99.997,99.997,7227,7227,100.0,100.0,1412128.33,1412128.33,100.0,100.0,7226,7226,99.986,99.986,1412080.64,1412080.64,99.997,99.997,7227,7227,100.0,100.0,1412128.33,1412128.33,100.0,100.0
GOOG,1:4,2,2,2,24.17,1,1,50.0,50.0,17.09,17.09,70.692,70.692,1,1,50.0,50.0,17.09,17.09,70.692,70.692,1,1,50.0,50.0,17.09,17.09,70.692,70.692,1,1,50.0,50.0,17.09,17.09,70.692,70.692
GOOG,1:4,3,2,2,42.94,1,1,50.0,50.0,25.85,25.85,60.209,60.209,1,1,50.0,50.0,25.85,25.85,60.209,60.209,1,1,50.0,50.0,25.85,25.85,60.209,60.209,1,1,50.0,50.0,25.85,25.85,60.209,60.209
GOOG,1:4,4,2,2,47.96,2,2,100.0,100.0,47.96,47.96,100.0,100.0,2,2,100.0,100.0,47.96,47.96,100.0,100.0,2,2,100.0,100.0,47.96,47.96,100.0,100.0,2,2,100.0,100.0,47.96,47.96,100.0,100.0
GOOG,1:4,5,3,3,56.17,2,2,66.666,66.666,42.04,42.04,74.849,74.849,2,2,66.666,66.666,42.04,42.04,74.849,74.849,2,2,66.666,66.666,42.04,42.04,74.849,74.849,2,2,66.666,66.666,42.04,42.04,74.849,74.849
GOOG,1:4,10,7,7,85.72,6,6,85.714,85.714,80.82,80.82,94.278,94.278,6,6,85.714,85.714,80.82,80.82,94.278,94.278,6,6,85.714,85.714,80.82,80.82,94.278,94.278,6,6,85.714,85.714,80.82,80.82,94.278,94.278
GOOG,1:4,15,9,9,122.66,8,8,88.888,88.888,117.58,117.58,95.856,95.856,8,8,88.888,88.888,117.58,117.58,95.856,95.856,8,8,88.888,88.888,117.58,117.58,95.856,95.856,8,8,88.888,88.888,117.58,117.58,95.856,95.856
GOOG,1:4,25,15,15,338.09,14,14,93.333,93.333,327.74,327.74,96.937,96.937,14,14,93.333,93.333,327.74,327.74,96.937,96.937,14,14,93.333,93.333,327.74,327.74,96.937,96.937,14,14,93.333,93.333,327.74,327.74,96.937,96.937
GOOG,1:4,50,26,26,2090.57,26,26,100.0,100.0,2090.57,2090.57,100.0,100.0,26,26,100.0,100.0,2090.57,2090.57,100.0,100.0,26,26,100.0,100.0,2090.57,2090.57,100.0,100.0,26,26,100.0,100.0,2090.57,2090.57,100.0,100.0
GOOG,1:4,100,53,53,6218.78,53,53,100.0,100.0,6218.78,6218.78,100.0,100.0,53,53,100.0,100.0,6218.78,6218.78,100.0,100.0,53,53,100.0,100.0,6218.78,6218.78,100.0,100.0,53,53,100.0,100.0,6218.78,6218.78,100.0,100.0
GOOG,1:4,500,256,256,91106.27,255,255,99.609,99.609,90917.81,90917.81,99.793,99.793,255,255,99.609,99.609,90917.81,90917.81,99.793,99.793,255,255,99.609,99.609,90917.81,90917.81,99.793,99.793,255,255,99.609,99.609,90917.81,90917.81,99.793,99.793
GOOG,1:4,1000,505,505,238591.97,505,505,100.0,100.0,238591.97,238591.97,100.0,100.0,505,505,100.0,100.0,238591.97,238591.97,100.0,100.0,505,505,100.0,100.0,238591.97,238591.97,100.0,100.0,505,505,100.0,100.0,238591.97,238591.97,100.0,100.0
GOOG,1:4,2000,1019,1019,438185.18,1019,1019,100.0,100.0,438185.18,438185.18,100.0,100.0,1019,1019,100.0,100.0,438185.18,438185.18,100.0,100.0,1019,1019,100.0,100.0,438185.18,438185.18,100.0,100.0,1019,1019,100.0,100.0,438185.18,438185.18,100.0,100.0
GOOG,1:4,5000,2517,2517,5352444.76,2516,2516,99.96,99.96,5352079.34,5352079.34,99.993,99.993,2516,2516,99.96,99.96,5352079.34,5352079.34,99.993,99.993,2516,2516,99.96,99.96,5352079.34,5352079.34,99.993,99.993,2516,2516,99.96,99.96,5352079.34,5352079.34,99.993,99.993
GOOG,1:4,8082,4056,4056,9767636.8,4055,4055,99.975,99.975,9767188.26,9767188.26,99.995,99.995,4055,4055,99.975,99.975,9767188.26,9767188.26,99.995,99.995,4055,4055,99.975,99.975,9767188.26,9767188.26,99.995,99.995,4055,4055,99.975,99.975,9767188.26,9767188.26,99.995,99.995
