stock_name,recipe,num_possible_trades,optimal_count,optimal_count_with_gft_zero,optimal_gft,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio,SBB_External_Competition_auction_count,SBB_External_Competition_auction_count,SBB_External_Competition_count_ratio,SBB_External_Competition_count_ratio,SBB_External_Competition_gft,SBB_External_Competition_gft,SBB_External_Competition_gft_ratio,SBB_External_Competition_gft_ratio,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_auction_count,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_count_ratio,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft,SBB_Ascending_Prices_gft_ratio,SBB_Ascending_Prices_gft_ratio
PLUG,1:4,2,1,2,157.5,1,1,50.0,50.0,157.5,157.5,100.0,100.0,1,1,50.0,50.0,137.5,137.5,87.302,87.302,1,1,50.0,50.0,157.5,157.5,100.0,100.0,1,1,50.0,50.0,137.5,137.5,87.302,87.302
PLUG,1:4,3,2,3,300.0,2,2,66.666,66.666,300.0,300.0,100.0,100.0,2,2,66.666,66.666,282.5,282.5,94.167,94.167,2,2,66.666,66.666,300.0,300.0,100.0,100.0,2,2,66.666,66.666,282.5,282.5,94.167,94.167
PLUG,1:4,4,3,3,402.5,3,3,100.0,100.0,402.5,402.5,100.0,100.0,3,3,100.0,100.0,402.5,402.5,100.0,100.0,3,3,100.0,100.0,402.5,402.5,100.0,100.0,3,3,100.0,100.0,402.5,402.5,100.0,100.0
PLUG,1:4,5,4,4,442.5,3,3,75.0,75.0,348.12,348.12,78.672,78.672,3,3,75.0,75.0,348.12,348.12,78.672,78.672,3,3,75.0,75.0,348.12,348.12,78.672,78.672,3,3,75.0,75.0,348.12,348.12,78.672,78.672
PLUG,1:4,10,7,7,541.25,6,6,85.714,85.714,495.0,495.0,91.455,91.455,6,6,85.714,85.714,495.0,495.0,91.455,91.455,6,6,85.714,85.714,495.0,495.0,91.455,91.455,6,6,85.714,85.714,495.0,495.0,91.455,91.455
PLUG,1:4,15,10,10,705.0,9,9,90.0,90.0,675.0,675.0,95.745,95.745,10,10,100.0,100.0,705.0,705.0,100.0,100.0,9,9,90.0,90.0,675.0,675.0,95.745,95.745,10,10,100.0,100.0,705.0,705.0,100.0,100.0
PLUG,1:4,25,15,15,1535.0,14,14,93.333,93.333,1485.0,1485.0,96.743,96.743,15,15,100.0,100.0,1535.0,1535.0,100.0,100.0,14,14,93.333,93.333,1485.0,1485.0,96.743,96.743,15,15,100.0,100.0,1535.0,1535.0,100.0,100.0
PLUG,1:4,50,26,26,16295.0,25,25,96.153,96.153,16040.48,16040.48,98.438,98.438,25,25,96.153,96.153,16040.48,16040.48,98.438,98.438,25,25,96.153,96.153,16040.48,16040.48,98.438,98.438,25,25,96.153,96.153,16040.48,16040.48,98.438,98.438
PLUG,1:4,100,52,52,187432.5,51,51,98.076,98.076,186100.91,186100.91,99.29,99.29,51,51,98.076,98.076,186100.91,186100.91,99.29,99.29,51,51,98.076,98.076,186100.91,186100.91,99.29,99.29,51,51,98.076,98.076,186100.91,186100.91,99.29,99.29
PLUG,1:4,500,256,256,480827.36,256,256,100.0,100.0,480827.36,480827.36,100.0,100.0,256,256,100.0,100.0,480827.36,480827.36,100.0,100.0,256,256,100.0,100.0,480827.36,480827.36,100.0,100.0,256,256,100.0,100.0,480827.36,480827.36,100.0,100.0
PLUG,1:4,1000,514,515,680270.41,514,514,99.805,99.805,680270.41,680270.41,100.0,100.0,514,514,99.805,99.805,680119.24,680119.24,99.978,99.978,514,514,99.805,99.805,680270.41,680270.41,100.0,100.0,514,514,99.805,99.805,680119.24,680119.24,99.978,99.978
PLUG,1:4,2000,1022,1024,780356.86,1019,1019,99.511,99.511,780176.81,780176.81,99.977,99.977,1024,1024,100.0,100.0,780356.86,780356.86,100.0,100.0,1019,1019,99.511,99.511,780176.81,780176.81,99.977,99.977,1024,1024,100.0,100.0,780356.86,780356.86,100.0,100.0
PLUG,1:4,5000,2512,2524,1183749.47,2511,2511,99.484,99.484,1183299.4,1183299.4,99.962,99.962,2523,2523,99.96,99.96,1183728.39,1183728.39,99.998,99.998,2511,2511,99.484,99.484,1183299.4,1183299.4,99.962,99.962,2523,2523,99.96,99.96,1183728.39,1183728.39,99.998,99.998
PLUG,1:4,10000,5030,5041,2308240.49,5015,5015,99.484,99.484,2301669.5,2301669.5,99.715,99.715,5040,5040,99.98,99.98,2308219.71,2308219.71,99.999,99.999,5015,5015,99.484,99.484,2301669.5,2301669.5,99.715,99.715,5040,5040,99.98,99.98,2308219.71,2308219.71,99.999,99.999
PLUG,1:4,10494,5275,5286,2317524.63,5267,5267,99.64,99.64,2317374.37,2317374.37,99.994,99.994,5286,5286,100.0,100.0,2317524.63,2317524.63,100.0,100.0,5267,5267,99.64,99.64,2317374.37,2317374.37,99.994,99.994,5286,5286,100.0,100.0,2317524.63,2317524.63,100.0,100.0
QCOM,1:4,2,2,2,0.31,1,1,50.0,50.0,0.19,0.19,59.994,59.994,1,1,50.0,50.0,0.19,0.19,59.994,59.994,1,1,50.0,50.0,0.19,0.19,59.994,59.994,1,1,50.0,50.0,0.19,0.19,59.994,59.994
QCOM,1:4,3,3,3,0.31,1,1,33.333,33.333,0.15,0.15,46.654,46.654,2,2,66.666,66.666,0.23,0.23,73.327,73.327,1,1,33.333,33.333,0.15,0.15,46.654,46.654,2,2,66.666,66.666,0.23,0.23,73.327,73.327
QCOM,1:4,4,3,3,0.41,3,3,100.0,100.0,0.41,0.41,100.0,100.0,3,3,100.0,100.0,0.41,0.41,100.0,100.0,3,3,100.0,100.0,0.41,0.41,100.0,100.0,3,3,100.0,100.0,0.41,0.41,100.0,100.0
QCOM,1:4,5,3,4,0.41,3,3,75.0,75.0,0.41,0.41,100.0,100.0,3,3,75.0,75.0,0.34,0.34,84.612,84.612,3,3,75.0,75.0,0.41,0.41,100.0,100.0,3,3,75.0,75.0,0.34,0.34,84.612,84.612
QCOM,1:4,10,6,7,1.67,5,5,71.428,71.428,1.46,1.46,87.545,87.545,6,6,85.714,85.714,1.61,1.61,96.39,96.39,5,5,71.428,71.428,1.46,1.46,87.545,87.545,6,6,85.714,85.714,1.61,1.61,96.39,96.39
QCOM,1:4,15,9,9,6.58,8,8,88.888,88.888,6.45,6.45,98.018,98.018,8,8,88.888,88.888,6.45,6.45,98.018,98.018,8,8,88.888,88.888,6.45,6.45,98.018,98.018,8,8,88.888,88.888,6.45,6.45,98.018,98.018
QCOM,1:4,25,14,14,12.14,14,14,100.0,100.0,12.14,12.14,100.0,100.0,14,14,100.0,100.0,12.14,12.14,100.0,100.0,14,14,100.0,100.0,12.14,12.14,100.0,100.0,14,14,100.0,100.0,12.14,12.14,100.0,100.0
QCOM,1:4,50,28,28,16.58,27,27,96.428,96.428,16.21,16.21,97.754,97.754,28,28,100.0,100.0,16.58,16.58,100.0,100.0,27,27,96.428,96.428,16.21,16.21,97.754,97.754,28,28,100.0,100.0,16.58,16.58,100.0,100.0
QCOM,1:4,100,53,55,28.51,51,51,92.727,92.727,27.91,27.91,97.911,97.911,54,54,98.181,98.181,28.28,28.28,99.188,99.188,51,51,92.727,92.727,27.91,27.91,97.911,97.911,54,54,98.181,98.181,28.28,28.28,99.188,99.188
QCOM,1:4,500,255,255,1079.43,255,255,100.0,100.0,1079.43,1079.43,100.0,100.0,255,255,100.0,100.0,1079.43,1079.43,100.0,100.0,255,255,100.0,100.0,1079.43,1079.43,100.0,100.0,255,255,100.0,100.0,1079.43,1079.43,100.0,100.0
QCOM,1:4,1000,506,510,2364.84,503,503,98.627,98.627,2357.96,2357.96,99.709,99.709,509,509,99.803,99.803,2362.57,2362.57,99.904,99.904,503,503,98.627,98.627,2357.96,2357.96,99.709,99.709,509,509,99.803,99.803,2362.57,2362.57,99.904,99.904
QCOM,1:4,2000,1031,1031,17604.2,1027,1027,99.612,99.612,17587.37,17587.37,99.904,99.904,1030,1030,99.903,99.903,17600.0,17600.0,99.976,99.976,1027,1027,99.612,99.612,17587.37,17587.37,99.904,99.904,1030,1030,99.903,99.903,17600.0,17600.0,99.976,99.976
QCOM,1:4,5000,2514,2514,358443.79,2513,2513,99.96,99.96,358369.36,358369.36,99.979,99.979,2513,2513,99.96,99.96,358369.36,358369.36,99.979,99.979,2513,2513,99.96,99.96,358369.36,358369.36,99.979,99.979,2513,2513,99.96,99.96,358369.36,358369.36,99.979,99.979
QCOM,1:4,10000,5035,5037,936869.59,5033,5033,99.92,99.92,936690.07,936690.07,99.981,99.981,5037,5037,100.0,100.0,936869.59,936869.59,100.0,100.0,5033,5033,99.92,99.92,936690.07,936690.07,99.981,99.981,5037,5037,100.0,100.0,936869.59,936869.59,100.0,100.0
QCOM,1:4,14474,7319,7319,1281002.41,7313,7313,99.918,99.918,1280417.93,1280417.93,99.954,99.954,7319,7319,100.0,100.0,1281002.41,1281002.41,100.0,100.0,7313,7313,99.918,99.918,1280417.93,1280417.93,99.954,99.954,7319,7319,100.0,100.0,1281002.41,1281002.41,100.0,100.0
R,1:4,2,1,1,1.0,1,1,100.0,100.0,1.0,1.0,100.0,100.0,1,1,100.0,100.0,1.0,1.0,100.0,100.0,1,1,100.0,100.0,1.0,1.0,100.0,100.0,1,1,100.0,100.0,1.0,1.0,100.0,100.0
R,1:4,3,1,2,1.33,1,1,50.0,50.0,1.33,1.33,100.0,100.0,1,1,50.0,50.0,1.17,1.17,87.493,87.493,1,1,50.0,50.0,1.33,1.33,100.0,100.0,1,1,50.0,50.0,1.17,1.17,87.493,87.493
R,1:4,4,2,3,2.17,1,1,33.333,33.333,1.58,1.58,73.071,73.071,2,2,66.666,66.666,1.78,1.78,82.047,82.047,1,1,33.333,33.333,1.58,1.58,73.071,73.071,2,2,66.666,66.666,1.78,1.78,82.047,82.047
R,1:4,5,3,3,3.0,1,1,33.333,33.333,1.67,1.67,55.55,55.55,3,3,100.0,100.0,3.0,3.0,100.0,100.0,1,1,33.333,33.333,1.67,1.67,55.55,55.55,3,3,100.0,100.0,3.0,3.0,100.0,100.0
R,1:4,10,6,6,11.33,5,5,83.333,83.333,10.72,10.72,94.607,94.607,5,5,83.333,83.333,10.72,10.72,94.607,94.607,5,5,83.333,83.333,10.72,10.72,94.607,94.607,5,5,83.333,83.333,10.72,10.72,94.607,94.607
R,1:4,15,8,8,21.0,8,8,100.0,100.0,21.0,21.0,100.0,100.0,8,8,100.0,100.0,21.0,21.0,100.0,100.0,8,8,100.0,100.0,21.0,21.0,100.0,100.0,8,8,100.0,100.0,21.0,21.0,100.0,100.0
R,1:4,25,14,14,32.5,12,12,85.714,85.714,29.48,29.48,90.696,90.696,13,13,92.857,92.857,30.99,30.99,95.348,95.348,12,12,85.714,85.714,29.48,29.48,90.696,90.696,13,13,92.857,92.857,30.99,30.99,95.348,95.348
R,1:4,50,25,26,108.67,25,25,96.153,96.153,108.67,108.67,100.0,100.0,25,25,96.153,96.153,106.39,106.39,97.9,97.9,25,25,96.153,96.153,108.67,108.67,100.0,100.0,25,25,96.153,96.153,106.39,106.39,97.9,97.9
R,1:4,100,52,52,379.84,51,51,98.076,98.076,377.12,377.12,99.285,99.285,51,51,98.076,98.076,377.12,377.12,99.285,99.285,51,51,98.076,98.076,377.12,377.12,99.285,99.285,51,51,98.076,98.076,377.12,377.12,99.285,99.285
R,1:4,500,260,260,3390.53,254,254,97.692,97.692,3352.76,3352.76,98.886,98.886,259,259,99.615,99.615,3384.23,3384.23,99.814,99.814,254,254,97.692,97.692,3352.76,3352.76,98.886,98.886,259,259,99.615,99.615,3384.23,3384.23,99.814,99.814
R,1:4,1000,505,505,13208.05,503,503,99.603,99.603,13191.11,13191.11,99.872,99.872,504,504,99.801,99.801,13199.58,13199.58,99.936,99.936,503,503,99.603,99.603,13191.11,13191.11,99.872,99.872,504,504,99.801,99.801,13199.58,13199.58,99.936,99.936
R,1:4,2000,1010,1010,56367.94,1006,1006,99.603,99.603,56229.86,56229.86,99.755,99.755,1010,1010,100.0,100.0,56367.94,56367.94,100.0,100.0,1006,1006,99.603,99.603,56229.86,56229.86,99.755,99.755,1010,1010,100.0,100.0,56367.94,56367.94,100.0,100.0
R,1:4,5000,2545,2545,129746.78,2543,2543,99.921,99.921,129705.44,129705.44,99.968,99.968,2545,2545,100.0,100.0,129746.78,129746.78,100.0,100.0,2543,2543,99.921,99.921,129705.44,129705.44,99.968,99.968,2545,2545,100.0,100.0,129746.78,129746.78,100.0,100.0
R,1:4,10000,5047,5052,641187.42,5032,5032,99.604,99.604,639780.75,639780.75,99.781,99.781,5051,5051,99.98,99.98,641154.19,641154.19,99.995,99.995,5032,5032,99.604,99.604,639780.75,639780.75,99.781,99.781,5051,5051,99.98,99.98,641154.19,641154.19,99.995,99.995
R,1:4,20000,10102,10103,1259263.15,10102,10102,99.99,99.99,1259263.15,1259263.15,100.0,100.0,10102,10102,99.99,99.99,1259229.9,1259229.9,99.997,99.997,10102,10102,99.99,99.99,1259263.15,1259263.15,100.0,100.0,10102,10102,99.99,99.99,1259229.9,1259229.9,99.997,99.997
R,1:4,20518,10368,10368,1306183.08,10365,10365,99.971,99.971,1306082.44,1306082.44,99.992,99.992,10368,10368,100.0,100.0,1306183.08,1306183.08,100.0,100.0,10365,10365,99.971,99.971,1306082.44,1306082.44,99.992,99.992,10368,10368,100.0,100.0,1306183.08,1306183.08,100.0,100.0
SHLO,1:4,2,1,2,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,1.5,1.5,50.0,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,50.0,50.0,1.5,1.5,50.0,50.0
SHLO,1:4,3,1,3,3.5,1,1,33.333,33.333,3.5,3.5,100.0,100.0,2,2,66.666,66.666,2.5,2.5,71.429,71.429,1,1,33.333,33.333,3.5,3.5,100.0,100.0,2,2,66.666,66.666,2.5,2.5,71.429,71.429
SHLO,1:4,4,2,4,4.5,1,1,25.0,25.0,2.5,2.5,55.556,55.556,3,3,75.0,75.0,3.5,3.5,77.778,77.778,1,1,25.0,25.0,2.5,2.5,55.556,55.556,3,3,75.0,75.0,3.5,3.5,77.778,77.778
SHLO,1:4,5,3,4,5.5,1,1,25.0,25.0,2.17,2.17,39.394,39.394,4,4,100.0,100.0,5.5,5.5,100.0,100.0,1,1,25.0,25.0,2.17,2.17,39.394,39.394,4,4,100.0,100.0,5.5,5.5,100.0,100.0
SHLO,1:4,10,6,7,12.5,4,4,57.142,57.142,9.83,9.83,78.667,78.667,7,7,100.0,100.0,12.5,12.5,100.0,100.0,4,4,57.142,57.142,9.83,9.83,78.667,78.667,7,7,100.0,100.0,12.5,12.5,100.0,100.0
SHLO,1:4,15,10,11,18.0,8,8,72.727,72.727,16.1,16.1,89.444,89.444,10,10,90.909,90.909,17.14,17.14,95.202,95.202,8,8,72.727,72.727,16.1,16.1,89.444,89.444,10,10,90.909,90.909,17.14,17.14,95.202,95.202
SHLO,1:4,25,12,19,24.5,11,11,57.894,57.894,23.25,23.25,94.898,94.898,18,18,94.736,94.736,24.0,24.0,97.959,97.959,11,11,57.894,57.894,23.25,23.25,94.898,94.898,18,18,94.736,94.736,24.0,24.0,97.959,97.959
SHLO,1:4,50,27,31,108.0,20,20,64.516,64.516,84.8,84.8,78.515,78.515,30,30,96.774,96.774,107.4,107.4,99.447,99.447,20,20,64.516,64.516,84.8,84.8,78.515,78.515,30,30,96.774,96.774,107.4,107.4,99.447,99.447
SHLO,1:4,100,52,54,350.5,46,46,85.185,85.185,320.15,320.15,91.342,91.342,53,53,98.148,98.148,348.88,348.88,99.538,99.538,46,46,85.185,85.185,320.15,320.15,91.342,91.342,53,53,98.148,98.148,348.88,348.88,99.538,99.538
SHLO,1:4,500,258,261,3577.5,240,240,91.954,91.954,3410.67,3410.67,95.337,95.337,260,260,99.616,99.616,3572.95,3572.95,99.873,99.873,240,240,91.954,91.954,3410.67,3410.67,95.337,95.337,260,260,99.616,99.616,3572.95,3572.95,99.873,99.873
SHLO,1:4,1000,504,512,11875.25,502,502,98.046,98.046,11853.75,11853.75,99.819,99.819,512,512,100.0,100.0,11875.25,11875.25,100.0,100.0,502,502,98.046,98.046,11853.75,11853.75,99.819,99.819,512,512,100.0,100.0,11875.25,11875.25,100.0,100.0
SHLO,1:4,2000,1005,1034,31015.58,995,995,96.228,96.228,30881.65,30881.65,99.568,99.568,1034,1034,100.0,100.0,31015.58,31015.58,100.0,100.0,995,995,96.228,96.228,30881.65,30881.65,99.568,99.568,1034,1034,100.0,100.0,31015.58,31015.58,100.0,100.0
SHLO,1:4,5000,2545,2561,80219.44,2532,2532,98.867,98.867,80017.44,80017.44,99.748,99.748,2560,2560,99.96,99.96,80203.55,80203.55,99.98,99.98,2532,2532,98.867,98.867,80017.44,80017.44,99.748,99.748,2560,2560,99.96,99.96,80203.55,80203.55,99.98,99.98
SHLO,1:4,10000,5048,5091,169569.92,5029,5029,98.782,98.782,169248.12,169248.12,99.81,99.81,5091,5091,100.0,100.0,169569.92,169569.92,100.0,100.0,5029,5029,98.782,98.782,169248.12,169248.12,99.81,99.81,5091,5091,100.0,100.0,169569.92,169569.92,100.0,100.0
SHLO,1:4,13696,6973,6981,223038.69,6967,6967,99.799,99.799,222943.84,222943.84,99.957,99.957,6981,6981,100.0,100.0,223038.69,223038.69,100.0,100.0,6967,6967,99.799,99.799,222943.84,222943.84,99.957,99.957,6981,6981,100.0,100.0,223038.69,223038.69,100.0,100.0
SIRI,1:4,2,2,2,2.5,1,1,50.0,50.0,1.5,1.5,60.0,60.0,1,1,50.0,50.0,1.5,1.5,60.0,60.0,1,1,50.0,50.0,1.5,1.5,60.0,60.0,1,1,50.0,50.0,1.5,1.5,60.0,60.0
SIRI,1:4,3,3,3,2.69,2,2,66.666,66.666,2.5,2.5,93.023,93.023,2,2,66.666,66.666,2.5,2.5,93.023,93.023,2,2,66.666,66.666,2.5,2.5,93.023,93.023,2,2,66.666,66.666,2.5,2.5,93.023,93.023
SIRI,1:4,4,4,4,4.19,3,3,75.0,75.0,3.88,3.88,92.537,92.537,3,3,75.0,75.0,3.88,3.88,92.537,92.537,3,3,75.0,75.0,3.88,3.88,92.537,92.537,3,3,75.0,75.0,3.88,3.88,92.537,92.537
SIRI,1:4,5,4,4,5.5,2,2,50.0,50.0,3.25,3.25,59.091,59.091,3,3,75.0,75.0,4.38,4.38,79.545,79.545,2,2,50.0,50.0,3.25,3.25,59.091,59.091,3,3,75.0,75.0,4.38,4.38,79.545,79.545
SIRI,1:4,10,6,6,8.88,5,5,83.333,83.333,7.98,7.98,89.906,89.906,6,6,100.0,100.0,8.88,8.88,100.0,100.0,5,5,83.333,83.333,7.98,7.98,89.906,89.906,6,6,100.0,100.0,8.88,8.88,100.0,100.0
SIRI,1:4,15,6,9,16.38,6,6,66.666,66.666,16.38,16.38,100.0,100.0,9,9,100.0,100.0,16.38,16.38,100.0,100.0,6,6,66.666,66.666,16.38,16.38,100.0,100.0,9,9,100.0,100.0,16.38,16.38,100.0,100.0
SIRI,1:4,25,12,14,35.06,11,11,78.571,78.571,33.65,33.65,95.96,95.96,14,14,100.0,100.0,35.06,35.06,100.0,100.0,11,11,78.571,78.571,33.65,33.65,95.96,95.96,14,14,100.0,100.0,35.06,35.06,100.0,100.0
SIRI,1:4,50,22,30,56.56,20,20,66.666,66.666,53.1,53.1,93.882,93.882,29,29,96.666,96.666,55.95,55.95,98.91,98.91,20,20,66.666,66.666,53.1,53.1,93.882,93.882,29,29,96.666,96.666,55.95,55.95,98.91,98.91
SIRI,1:4,100,51,55,298.06,44,44,80.0,80.0,282.99,282.99,94.943,94.943,54,54,98.181,98.181,294.64,294.64,98.852,98.852,44,44,80.0,80.0,282.99,282.99,94.943,94.943,54,54,98.181,98.181,294.64,294.64,98.852,98.852
SIRI,1:4,500,259,265,3760.69,245,245,92.452,92.452,3721.76,3721.76,98.965,98.965,265,265,100.0,100.0,3760.69,3760.69,100.0,100.0,245,245,92.452,92.452,3721.76,3721.76,98.965,98.965,265,265,100.0,100.0,3760.69,3760.69,100.0,100.0
SIRI,1:4,1000,510,512,28519.44,505,505,98.632,98.632,28454.24,28454.24,99.771,99.771,512,512,100.0,100.0,28519.44,28519.44,100.0,100.0,505,505,98.632,98.632,28454.24,28454.24,99.771,99.771,512,512,100.0,100.0,28519.44,28519.44,100.0,100.0
SIRI,1:4,2000,1009,1009,100604.89,1008,1008,99.9,99.9,100572.76,100572.76,99.968,99.968,1008,1008,99.9,99.9,100572.76,100572.76,99.968,99.968,1008,1008,99.9,99.9,100572.76,100572.76,99.968,99.968,1008,1008,99.9,99.9,100572.76,100572.76,99.968,99.968
SIRI,1:4,5000,2535,2538,139172.39,2525,2525,99.487,99.487,138685.95,138685.95,99.65,99.65,2537,2537,99.96,99.96,139166.14,139166.14,99.996,99.996,2525,2525,99.487,99.487,138685.95,138685.95,99.65,99.65,2537,2537,99.96,99.96,139166.14,139166.14,99.996,99.996
SIRI,1:4,10000,5069,5075,269396.31,5056,5056,99.625,99.625,268783.59,268783.59,99.773,99.773,5074,5074,99.98,99.98,269390.3,269390.3,99.998,99.998,5056,5056,99.625,99.625,268783.59,268783.59,99.773,99.773,5074,5074,99.98,99.98,269390.3,269390.3,99.998,99.998
SIRI,1:4,13086,6645,6652,290713.89,6615,6615,99.443,99.443,290532.32,290532.32,99.938,99.938,6652,6652,100.0,100.0,290713.89,290713.89,100.0,100.0,6615,6615,99.443,99.443,290532.32,290532.32,99.938,99.938,6652,6652,100.0,100.0,290713.89,290713.89,100.0,100.0
T,1:4,2,1,2,0.38,1,1,50.0,50.0,0.38,0.38,100.0,100.0,1,1,50.0,50.0,0.27,0.27,72.221,72.221,1,1,50.0,50.0,0.38,0.38,100.0,100.0,1,1,50.0,50.0,0.27,0.27,72.221,72.221
T,1:4,3,2,2,0.54,1,1,50.0,50.0,0.35,0.35,65.381,65.381,2,2,100.0,100.0,0.54,0.54,100.0,100.0,1,1,50.0,50.0,0.35,0.35,65.381,65.381,2,2,100.0,100.0,0.54,0.54,100.0,100.0
T,1:4,4,3,3,0.67,2,2,66.666,66.666,0.58,0.58,87.494,87.494,2,2,66.666,66.666,0.58,0.58,87.494,87.494,2,2,66.666,66.666,0.58,0.58,87.494,87.494,2,2,66.666,66.666,0.58,0.58,87.494,87.494
T,1:4,5,4,4,0.75,2,2,50.0,50.0,0.58,0.58,77.769,77.769,3,3,75.0,75.0,0.67,0.67,88.884,88.884,2,2,50.0,50.0,0.58,0.58,77.769,77.769,3,3,75.0,75.0,0.67,0.67,88.884,88.884
T,1:4,10,5,5,3.21,5,5,100.0,100.0,3.21,3.21,100.0,100.0,5,5,100.0,100.0,3.21,3.21,100.0,100.0,5,5,100.0,100.0,3.21,3.21,100.0,100.0,5,5,100.0,100.0,3.21,3.21,100.0,100.0
T,1:4,15,9,9,5.21,7,7,77.777,77.777,4.79,4.79,91.995,91.995,8,8,88.888,88.888,5.0,5.0,95.998,95.998,7,7,77.777,77.777,4.79,4.79,91.995,91.995,8,8,88.888,88.888,5.0,5.0,95.998,95.998
T,1:4,25,16,16,7.21,12,12,75.0,75.0,6.71,6.71,93.058,93.058,15,15,93.75,93.75,7.09,7.09,98.264,98.264,12,12,75.0,75.0,6.71,6.71,93.058,93.058,15,15,93.75,93.75,7.09,7.09,98.264,98.264
T,1:4,50,27,27,39.46,27,27,100.0,100.0,39.46,39.46,100.0,100.0,27,27,100.0,100.0,39.46,39.46,100.0,100.0,27,27,100.0,100.0,39.46,39.46,100.0,100.0,27,27,100.0,100.0,39.46,39.46,100.0,100.0
T,1:4,100,55,55,69.72,52,52,94.545,94.545,68.26,68.26,97.913,97.913,54,54,98.181,98.181,69.23,69.23,99.304,99.304,52,52,94.545,94.545,68.26,68.26,97.913,97.913,54,54,98.181,98.181,69.23,69.23,99.304,99.304
T,1:4,500,252,252,1346.87,251,251,99.603,99.603,1343.46,1343.46,99.747,99.747,252,252,100.0,100.0,1346.87,1346.87,100.0,100.0,251,251,99.603,99.603,1343.46,1343.46,99.747,99.747,252,252,100.0,100.0,1346.87,1346.87,100.0,100.0
T,1:4,1000,505,505,6383.94,505,505,100.0,100.0,6383.94,6383.94,100.0,100.0,505,505,100.0,100.0,6383.94,6383.94,100.0,100.0,505,505,100.0,100.0,6383.94,6383.94,100.0,100.0,505,505,100.0,100.0,6383.94,6383.94,100.0,100.0
T,1:4,2000,1023,1023,21072.4,1016,1016,99.315,99.315,21006.11,21006.11,99.685,99.685,1022,1022,99.902,99.902,21062.93,21062.93,99.955,99.955,1016,1016,99.315,99.315,21006.11,21006.11,99.685,99.685,1022,1022,99.902,99.902,21062.93,21062.93,99.955,99.955
T,1:4,5000,2511,2518,230697.52,2509,2509,99.642,99.642,230584.7,230584.7,99.951,99.951,2517,2517,99.96,99.96,230662.15,230662.15,99.985,99.985,2509,2509,99.642,99.642,230584.7,230584.7,99.951,99.951,2517,2517,99.96,99.96,230662.15,230662.15,99.985,99.985
T,1:4,10000,5049,5058,428015.98,5044,5044,99.723,99.723,427790.8,427790.8,99.947,99.947,5058,5058,100.0,100.0,428015.98,428015.98,100.0,100.0,5044,5044,99.723,99.723,427790.8,427790.8,99.947,99.947,5058,5058,100.0,100.0,428015.98,428015.98,100.0,100.0
T,1:4,18550,9353,9353,733640.43,9350,9350,99.967,99.967,733527.19,733527.19,99.985,99.985,9353,9353,100.0,100.0,733640.43,733640.43,100.0,100.0,9350,9350,99.967,99.967,733527.19,733527.19,99.985,99.985,9353,9353,100.0,100.0,733640.43,733640.43,100.0,100.0
TSLA,1:4,2,1,1,9.14,1,1,100.0,100.0,9.14,9.14,100.0,100.0,1,1,100.0,100.0,9.14,9.14,100.0,100.0,1,1,100.0,100.0,9.14,9.14,100.0,100.0,1,1,100.0,100.0,9.14,9.14,100.0,100.0
TSLA,1:4,3,2,2,9.87,2,2,100.0,100.0,9.87,9.87,100.0,100.0,2,2,100.0,100.0,9.87,9.87,100.0,100.0,2,2,100.0,100.0,9.87,9.87,100.0,100.0,2,2,100.0,100.0,9.87,9.87,100.0,100.0
TSLA,1:4,4,2,3,11.47,2,2,66.666,66.666,11.47,11.47,100.0,100.0,2,2,66.666,66.666,9.34,9.34,81.404,81.404,2,2,66.666,66.666,11.47,11.47,100.0,100.0,2,2,66.666,66.666,9.34,9.34,81.404,81.404
TSLA,1:4,5,3,3,15.47,2,2,66.666,66.666,12.01,12.01,77.594,77.594,3,3,100.0,100.0,15.47,15.47,100.0,100.0,2,2,66.666,66.666,12.01,12.01,77.594,77.594,3,3,100.0,100.0,15.47,15.47,100.0,100.0
TSLA,1:4,10,5,5,31.18,5,5,100.0,100.0,31.18,31.18,100.0,100.0,5,5,100.0,100.0,31.18,31.18,100.0,100.0,5,5,100.0,100.0,31.18,31.18,100.0,100.0,5,5,100.0,100.0,31.18,31.18,100.0,100.0
TSLA,1:4,15,9,9,39.32,8,8,88.888,88.888,37.63,37.63,95.702,95.702,8,8,88.888,88.888,37.63,37.63,95.702,95.702,8,8,88.888,88.888,37.63,37.63,95.702,95.702,8,8,88.888,88.888,37.63,37.63,95.702,95.702
